id_vendas,id_veiculos,id_concessionarias,id_vendedores,id_clientes,valor_pago,data_venda,data_inclusao,data_atualizacao
177823,3,9,37,176622,494835.96,2025-03-10 23:30:01.166124+00:00,2025-03-10 23:30:01.166124+00:00,2025-03-10 23:30:01.166124+00:00
177890,7,22,35,176689,388334.34,2025-03-11 05:05:01.500861+00:00,2025-03-11 05:05:01.500861+00:00,2025-03-11 05:05:01.500861+00:00
177957,1,7,47,176756,240513.65,2025-03-11 10:40:01.722634+00:00,2025-03-11 10:40:01.722634+00:00,2025-03-11 10:40:01.722634+00:00
178024,4,18,51,176823,272662.25,2025-03-11 16:15:01.468976+00:00,2025-03-11 16:15:01.468976+00:00,2025-03-11 16:15:01.468976+00:00
178091,8,28,8,176890,294197.91,2025-03-11 21:50:01.837157+00:00,2025-03-11 21:50:01.837157+00:00,2025-03-11 21:50:01.837157+00:00
178158,5,12,48,176957,305646.27,2025-03-12 03:25:01.202780+00:00,2025-03-12 03:25:01.202780+00:00,2025-03-12 03:25:01.202780+00:00
178225,8,28,7,177024,285986.93,2025-03-12 09:00:01.458010+00:00,2025-03-12 09:00:01.458010+00:00,2025-03-12 09:00:01.458010+00:00
178292,7,26,39,177091,387102.4,2025-03-12 14:35:02.107444+00:00,2025-03-12 14:35:02.107444+00:00,2025-03-12 14:35:02.107444+00:00
178359,4,25,2,177158,267646.02,2025-03-12 20:10:01.518241+00:00,2025-03-12 20:10:01.518241+00:00,2025-03-12 20:10:01.518241+00:00
178426,1,15,38,177225,243976.28,2025-03-13 01:45:01.590845+00:00,2025-03-13 01:45:01.590845+00:00,2025-03-13 01:45:01.590845+00:00
178493,4,15,38,177292,270189.44,2025-03-13 07:20:01.675950+00:00,2025-03-13 07:20:01.675950+00:00,2025-03-13 07:20:01.675950+00:00
178560,4,5,16,177359,266973.25,2025-03-13 12:55:01.590639+00:00,2025-03-13 12:55:01.590639+00:00,2025-03-13 12:55:01.590639+00:00
178627,7,29,42,177426,384805.46,2025-03-13 18:30:01.802365+00:00,2025-03-13 18:30:01.802365+00:00,2025-03-13 18:30:01.802365+00:00
178693,8,23,31,177492,288770.38,2025-03-14 00:00:01.571124+00:00,2025-03-14 00:00:01.571124+00:00,2025-03-14 00:00:01.571124+00:00
178759,1,28,6,177558,245609.93,2025-03-14 05:30:01.571073+00:00,2025-03-14 05:30:01.571073+00:00,2025-03-14 05:30:01.571073+00:00
178825,4,13,11,177624,271419.48,2025-03-14 11:00:01.438498+00:00,2025-03-14 11:00:01.438498+00:00,2025-03-14 11:00:01.438498+00:00
178891,3,6,28,177690,487348.53,2025-03-14 16:30:01.637699+00:00,2025-03-14 16:30:01.637699+00:00,2025-03-14 16:30:01.637699+00:00
178957,4,19,40,177756,274847.5,2025-03-14 22:00:01.648879+00:00,2025-03-14 22:00:01.648879+00:00,2025-03-14 22:00:01.648879+00:00
179023,6,4,43,177822,786712.28,2025-03-15 03:30:02.090149+00:00,2025-03-15 03:30:02.090149+00:00,2025-03-15 03:30:02.090149+00:00
179089,8,7,47,177888,285086.35,2025-03-15 09:00:01.933461+00:00,2025-03-15 09:00:01.933461+00:00,2025-03-15 09:00:01.933461+00:00
179155,4,4,43,177954,272630.99,2025-03-15 14:30:01.355781+00:00,2025-03-15 14:30:01.355781+00:00,2025-03-15 14:30:01.355781+00:00
179221,7,13,14,178020,390046.16,2025-03-15 20:00:02.175287+00:00,2025-03-15 20:00:02.175287+00:00,2025-03-15 20:00:02.175287+00:00
179287,1,26,39,178086,244107.93,2025-03-16 01:30:01.202536+00:00,2025-03-16 01:30:01.202536+00:00,2025-03-16 01:30:01.202536+00:00
179353,1,23,31,178152,240277.32,2025-03-16 07:00:01.401663+00:00,2025-03-16 07:00:01.401663+00:00,2025-03-16 07:00:01.401663+00:00
179419,1,29,42,178218,246099.18,2025-03-16 12:30:02.009681+00:00,2025-03-16 12:30:02.009681+00:00,2025-03-16 12:30:02.009681+00:00
179485,1,13,13,178283,243337.95,2025-03-16 17:55:01.178395+00:00,2025-03-16 17:55:01.178395+00:00,2025-03-16 17:55:01.178395+00:00
179551,1,25,1,178349,238235.99,2025-03-16 23:25:01.491489+00:00,2025-03-16 23:25:01.491489+00:00,2025-03-16 23:25:01.491489+00:00
179617,1,13,14,178415,240873.29,2025-03-17 04:55:01.197610+00:00,2025-03-17 04:55:01.197610+00:00,2025-03-17 04:55:01.197610+00:00
179683,2,26,39,178481,343625.23,2025-03-17 10:25:01.831342+00:00,2025-03-17 10:25:01.831342+00:00,2025-03-17 10:25:01.831342+00:00
179749,4,15,38,178547,271975.54,2025-03-17 15:55:02.128776+00:00,2025-03-17 15:55:02.128776+00:00,2025-03-17 15:55:02.128776+00:00
179815,5,5,18,178613,312168.33,2025-03-17 21:25:01.351718+00:00,2025-03-17 21:25:01.351718+00:00,2025-03-17 21:25:01.351718+00:00
179881,7,7,47,178679,381135.64,2025-03-18 02:55:01.495987+00:00,2025-03-18 02:55:01.495987+00:00,2025-03-18 02:55:01.495987+00:00
179947,4,17,25,178745,273827.71,2025-03-18 08:25:02.016101+00:00,2025-03-18 08:25:02.016101+00:00,2025-03-18 08:25:02.016101+00:00
180013,7,28,9,178811,391295.35,2025-03-18 13:55:02.199492+00:00,2025-03-18 13:55:02.199492+00:00,2025-03-18 13:55:02.199492+00:00
180079,2,5,18,178877,339985.56,2025-03-18 19:25:01.489627+00:00,2025-03-18 19:25:01.489627+00:00,2025-03-18 19:25:01.489627+00:00
180145,3,14,45,178943,492904.49,2025-03-19 00:55:01.399466+00:00,2025-03-19 00:55:01.399466+00:00,2025-03-19 00:55:01.399466+00:00
180211,5,11,36,179009,313667.71,2025-03-19 06:25:01.442267+00:00,2025-03-19 06:25:01.442267+00:00,2025-03-19 06:25:01.442267+00:00
180277,7,20,50,179075,383482.69,2025-03-19 11:55:01.670837+00:00,2025-03-19 11:55:01.670837+00:00,2025-03-19 11:55:01.670837+00:00
180343,3,14,45,179141,487137.99,2025-03-19 17:25:01.237807+00:00,2025-03-19 17:25:01.237807+00:00,2025-03-19 17:25:01.237807+00:00
180409,1,23,31,179207,243117.53,2025-03-19 22:55:01.925020+00:00,2025-03-19 22:55:01.925020+00:00,2025-03-19 22:55:01.925020+00:00
180475,6,14,45,179273,786184.45,2025-03-20 04:25:01.373334+00:00,2025-03-20 04:25:01.373334+00:00,2025-03-20 04:25:01.373334+00:00
180541,7,27,52,179339,382282.26,2025-03-20 09:55:01.510193+00:00,2025-03-20 09:55:01.510193+00:00,2025-03-20 09:55:01.510193+00:00
180607,5,9,37,179405,309969.81,2025-03-20 15:25:01.984690+00:00,2025-03-20 15:25:01.984690+00:00,2025-03-20 15:25:01.984690+00:00
180673,1,16,21,179471,239693.81,2025-03-20 20:55:01.713307+00:00,2025-03-20 20:55:01.713307+00:00,2025-03-20 20:55:01.713307+00:00
180739,8,19,40,179537,289725.01,2025-03-21 02:25:01.188540+00:00,2025-03-21 02:25:01.188540+00:00,2025-03-21 02:25:01.188540+00:00
180805,6,5,18,179603,783319.13,2025-03-21 07:55:01.715153+00:00,2025-03-21 07:55:01.715153+00:00,2025-03-21 07:55:01.715153+00:00
180871,1,9,37,179669,239874.18,2025-03-21 13:25:01.270572+00:00,2025-03-21 13:25:01.270572+00:00,2025-03-21 13:25:01.270572+00:00
180937,1,13,14,179735,243938.25,2025-03-21 18:55:01.904833+00:00,2025-03-21 18:55:01.904833+00:00,2025-03-21 18:55:01.904833+00:00
181003,8,5,17,179801,291907.77,2025-03-22 00:25:01.298897+00:00,2025-03-22 00:25:01.298897+00:00,2025-03-22 00:25:01.298897+00:00
181069,5,21,41,179867,313943.95,2025-03-22 05:55:02.113026+00:00,2025-03-22 05:55:02.113026+00:00,2025-03-22 05:55:02.113026+00:00
181135,2,13,11,179933,346187.75,2025-03-22 11:25:01.920797+00:00,2025-03-22 11:25:01.920797+00:00,2025-03-22 11:25:01.920797+00:00
181201,3,4,43,179999,482849.81,2025-03-22 16:55:01.401538+00:00,2025-03-22 16:55:01.401538+00:00,2025-03-22 16:55:01.401538+00:00
181267,7,22,35,180065,387247.83,2025-03-22 22:25:01.454231+00:00,2025-03-22 22:25:01.454231+00:00,2025-03-22 22:25:01.454231+00:00
181333,7,29,42,180131,381788.89,2025-03-23 03:55:01.511989+00:00,2025-03-23 03:55:01.511989+00:00,2025-03-23 03:55:01.511989+00:00
181399,1,13,12,180197,245073.73,2025-03-23 09:25:02.096081+00:00,2025-03-23 09:25:02.096081+00:00,2025-03-23 09:25:02.096081+00:00
181501,4,16,24,180299,272081.05,2025-03-23 18:05:01.699119+00:00,2025-03-23 18:05:01.699119+00:00,2025-03-23 18:05:01.699119+00:00
181567,5,5,19,180365,311536.22,2025-03-23 23:35:01.378473+00:00,2025-03-23 23:35:01.378473+00:00,2025-03-23 23:35:01.378473+00:00
181633,1,14,45,180431,246351.32,2025-03-24 05:05:02.028819+00:00,2025-03-24 05:05:02.028819+00:00,2025-03-24 05:05:02.028819+00:00
181699,2,12,48,180497,333100.52,2025-03-24 10:35:01.440961+00:00,2025-03-24 10:35:01.440961+00:00,2025-03-24 10:35:01.440961+00:00
181765,1,21,41,180563,246781.65,2025-03-24 16:05:01.344213+00:00,2025-03-24 16:05:01.344213+00:00,2025-03-24 16:05:01.344213+00:00
181831,1,25,1,180629,243458.28,2025-03-24 21:35:02.116513+00:00,2025-03-24 21:35:02.116513+00:00,2025-03-24 21:35:02.116513+00:00
175428,8,16,23,174231,285027.93,2025-03-02 16:15:01.715332+00:00,2025-03-02 16:15:01.715332+00:00,2025-03-02 16:15:01.715332+00:00
175457,2,17,27,174260,338471.64,2025-03-02 18:40:01.260781+00:00,2025-03-02 18:40:01.260781+00:00,2025-03-02 18:40:01.260781+00:00
175486,1,1,33,174289,241610.32,2025-03-02 21:05:01.820122+00:00,2025-03-02 21:05:01.820122+00:00,2025-03-02 21:05:01.820122+00:00
175515,1,22,35,174318,242399.41,2025-03-02 23:30:01.510239+00:00,2025-03-02 23:30:01.510239+00:00,2025-03-02 23:30:01.510239+00:00
175543,1,14,45,174346,241962.98,2025-03-03 01:50:02.165247+00:00,2025-03-03 01:50:02.165247+00:00,2025-03-03 01:50:02.165247+00:00
175571,8,3,32,174374,296331.48,2025-03-03 04:10:02.038960+00:00,2025-03-03 04:10:02.038960+00:00,2025-03-03 04:10:02.038960+00:00
175598,2,17,27,174401,341804.54,2025-03-03 06:25:01.942881+00:00,2025-03-03 06:25:01.942881+00:00,2025-03-03 06:25:01.942881+00:00
175625,1,16,21,174428,240559.72,2025-03-03 08:40:01.324794+00:00,2025-03-03 08:40:01.324794+00:00,2025-03-03 08:40:01.324794+00:00
175652,1,3,32,174455,245915.93,2025-03-03 10:55:01.794315+00:00,2025-03-03 10:55:01.794315+00:00,2025-03-03 10:55:01.794315+00:00
175678,2,19,40,174481,344773.32,2025-03-03 13:05:02.095000+00:00,2025-03-03 13:05:02.095000+00:00,2025-03-03 13:05:02.095000+00:00
175703,8,13,14,174506,288430.37,2025-03-03 15:10:01.828334+00:00,2025-03-03 15:10:01.828334+00:00,2025-03-03 15:10:01.828334+00:00
175728,7,2,46,174531,395172.89,2025-03-03 17:15:01.385866+00:00,2025-03-03 17:15:01.385866+00:00,2025-03-03 17:15:01.385866+00:00
175751,6,21,41,174554,789104.7,2025-03-03 19:10:01.863919+00:00,2025-03-03 19:10:01.863919+00:00,2025-03-03 19:10:01.863919+00:00
175771,3,16,22,174574,488834.7,2025-03-03 20:50:01.307891+00:00,2025-03-03 20:50:01.307891+00:00,2025-03-03 20:50:01.307891+00:00
175789,7,5,17,174592,392860.67,2025-03-03 22:20:01.544781+00:00,2025-03-03 22:20:01.544781+00:00,2025-03-03 22:20:01.544781+00:00
175801,7,9,37,174604,386253.95,2025-03-03 23:20:02.069817+00:00,2025-03-03 23:20:02.069817+00:00,2025-03-03 23:20:02.069817+00:00
175804,4,25,4,174607,268032.37,2025-03-03 23:35:01.652820+00:00,2025-03-03 23:35:01.652820+00:00,2025-03-03 23:35:01.652820+00:00
176551,1,24,49,175351,247455.31,2025-03-06 13:35:01.611055+00:00,2025-03-06 13:35:01.611055+00:00,2025-03-06 13:35:01.611055+00:00
176618,1,16,21,175418,237564.69,2025-03-06 19:10:01.597948+00:00,2025-03-06 19:10:01.597948+00:00,2025-03-06 19:10:01.597948+00:00
176685,1,13,14,175485,244348.94,2025-03-07 00:45:01.602096+00:00,2025-03-07 00:45:01.602096+00:00,2025-03-07 00:45:01.602096+00:00
176752,6,13,12,175552,782854.76,2025-03-07 06:20:01.802136+00:00,2025-03-07 06:20:01.802136+00:00,2025-03-07 06:20:01.802136+00:00
176819,4,5,19,175619,271904.08,2025-03-07 11:55:01.462237+00:00,2025-03-07 11:55:01.462237+00:00,2025-03-07 11:55:01.462237+00:00
176886,7,20,50,175686,386855.05,2025-03-07 17:30:01.605802+00:00,2025-03-07 17:30:01.605802+00:00,2025-03-07 17:30:01.605802+00:00
176953,8,5,20,175753,289778.44,2025-03-07 23:05:01.315907+00:00,2025-03-07 23:05:01.315907+00:00,2025-03-07 23:05:01.315907+00:00
177020,6,12,48,175820,764541.04,2025-03-08 04:40:01.623442+00:00,2025-03-08 04:40:01.623442+00:00,2025-03-08 04:40:01.623442+00:00
177087,4,13,12,175887,270692.28,2025-03-08 10:15:01.783008+00:00,2025-03-08 10:15:01.783008+00:00,2025-03-08 10:15:01.783008+00:00
177154,8,28,8,175954,286887.96,2025-03-08 15:50:01.643489+00:00,2025-03-08 15:50:01.643489+00:00,2025-03-08 15:50:01.643489+00:00
177221,2,22,35,176021,341205.16,2025-03-08 21:25:01.667628+00:00,2025-03-08 21:25:01.667628+00:00,2025-03-08 21:25:01.667628+00:00
177288,5,19,40,176088,307611.87,2025-03-09 03:00:01.287041+00:00,2025-03-09 03:00:01.287041+00:00,2025-03-09 03:00:01.287041+00:00
177355,2,13,15,176155,341003.91,2025-03-09 08:35:02.296118+00:00,2025-03-09 08:35:02.296118+00:00,2025-03-09 08:35:02.296118+00:00
177422,4,11,36,176222,268951.17,2025-03-09 14:10:02.070668+00:00,2025-03-09 14:10:02.070668+00:00,2025-03-09 14:10:02.070668+00:00
177489,4,27,52,176289,270957.2,2025-03-09 19:45:01.297991+00:00,2025-03-09 19:45:01.297991+00:00,2025-03-09 19:45:01.297991+00:00
177556,6,17,27,176356,789121.34,2025-03-10 01:20:01.743146+00:00,2025-03-10 01:20:01.743146+00:00,2025-03-10 01:20:01.743146+00:00
177623,5,24,49,176423,316633.82,2025-03-10 06:55:01.986649+00:00,2025-03-10 06:55:01.986649+00:00,2025-03-10 06:55:01.986649+00:00
177690,2,28,7,176490,340307.37,2025-03-10 12:30:01.586339+00:00,2025-03-10 12:30:01.586339+00:00,2025-03-10 12:30:01.586339+00:00
177757,5,4,43,176556,315942.41,2025-03-10 18:00:01.853826+00:00,2025-03-10 18:00:01.853826+00:00,2025-03-10 18:00:01.853826+00:00
177824,2,28,7,176623,345977.67,2025-03-10 23:35:01.334051+00:00,2025-03-10 23:35:01.334051+00:00,2025-03-10 23:35:01.334051+00:00
177891,7,25,4,176690,394172.14,2025-03-11 05:10:01.676606+00:00,2025-03-11 05:10:01.676606+00:00,2025-03-11 05:10:01.676606+00:00
177958,6,20,50,176757,766916.75,2025-03-11 10:45:01.929750+00:00,2025-03-11 10:45:01.929750+00:00,2025-03-11 10:45:01.929750+00:00
178025,4,21,41,176824,267853.89,2025-03-11 16:20:01.780857+00:00,2025-03-11 16:20:01.780857+00:00,2025-03-11 16:20:01.780857+00:00
178092,1,16,24,176891,238168.06,2025-03-11 21:55:02.146215+00:00,2025-03-11 21:55:02.146215+00:00,2025-03-11 21:55:02.146215+00:00
178159,8,13,13,176958,292501.39,2025-03-12 03:30:01.432641+00:00,2025-03-12 03:30:01.432641+00:00,2025-03-12 03:30:01.432641+00:00
178226,2,16,22,177025,333983.95,2025-03-12 09:05:01.658242+00:00,2025-03-12 09:05:01.658242+00:00,2025-03-12 09:05:01.658242+00:00
178293,2,28,9,177092,339213.07,2025-03-12 14:40:01.253364+00:00,2025-03-12 14:40:01.253364+00:00,2025-03-12 14:40:01.253364+00:00
178360,7,3,32,177159,391199.34,2025-03-12 20:15:01.816847+00:00,2025-03-12 20:15:01.816847+00:00,2025-03-12 20:15:01.816847+00:00
178427,1,19,40,177226,238151.07,2025-03-13 01:50:01.861667+00:00,2025-03-13 01:50:01.861667+00:00,2025-03-13 01:50:01.861667+00:00
178494,3,10,44,177293,490309.68,2025-03-13 07:25:01.992996+00:00,2025-03-13 07:25:01.992996+00:00,2025-03-13 07:25:01.992996+00:00
178561,6,13,13,177360,771651.89,2025-03-13 13:00:01.862550+00:00,2025-03-13 13:00:01.862550+00:00,2025-03-13 13:00:01.862550+00:00
178628,2,20,50,177427,339679.4,2025-03-13 18:35:02.070428+00:00,2025-03-13 18:35:02.070428+00:00,2025-03-13 18:35:02.070428+00:00
178694,8,3,32,177493,290173.04,2025-03-14 00:05:02.140565+00:00,2025-03-14 00:05:02.140565+00:00,2025-03-14 00:05:02.140565+00:00
178760,8,10,44,177559,290453.52,2025-03-14 05:35:01.773853+00:00,2025-03-14 05:35:01.773853+00:00,2025-03-14 05:35:01.773853+00:00
178826,6,25,5,177625,761334.25,2025-03-14 11:05:01.664609+00:00,2025-03-14 11:05:01.664609+00:00,2025-03-14 11:05:01.664609+00:00
178892,2,1,33,177691,338833.02,2025-03-14 16:35:01.811616+00:00,2025-03-14 16:35:01.811616+00:00,2025-03-14 16:35:01.811616+00:00
178958,5,26,39,177757,315271.06,2025-03-14 22:05:01.837805+00:00,2025-03-14 22:05:01.837805+00:00,2025-03-14 22:05:01.837805+00:00
179024,8,9,37,177823,286076.92,2025-03-15 03:35:02.033730+00:00,2025-03-15 03:35:02.033730+00:00,2025-03-15 03:35:02.033730+00:00
179090,3,15,38,177889,486962.26,2025-03-15 09:05:02.134909+00:00,2025-03-15 09:05:02.134909+00:00,2025-03-15 09:05:02.134909+00:00
179156,7,19,40,177955,384275.76,2025-03-15 14:35:01.549572+00:00,2025-03-15 14:35:01.549572+00:00,2025-03-15 14:35:01.549572+00:00
179222,2,16,21,178021,333200.06,2025-03-15 20:05:01.389277+00:00,2025-03-15 20:05:01.389277+00:00,2025-03-15 20:05:01.389277+00:00
179288,3,25,1,178087,476097.41,2025-03-16 01:35:01.365076+00:00,2025-03-16 01:35:01.365076+00:00,2025-03-16 01:35:01.365076+00:00
179354,1,19,40,178153,241321.42,2025-03-16 07:05:01.633937+00:00,2025-03-16 07:05:01.633937+00:00,2025-03-16 07:05:01.633937+00:00
179420,2,27,52,178219,340442.43,2025-03-16 12:35:01.233924+00:00,2025-03-16 12:35:01.233924+00:00,2025-03-16 12:35:01.233924+00:00
179486,5,19,40,178284,310403.34,2025-03-16 18:00:01.409670+00:00,2025-03-16 18:00:01.409670+00:00,2025-03-16 18:00:01.409670+00:00
179552,1,6,29,178350,244297.22,2025-03-16 23:30:01.665817+00:00,2025-03-16 23:30:01.665817+00:00,2025-03-16 23:30:01.665817+00:00
179618,7,19,40,178416,385761.89,2025-03-17 05:00:01.372374+00:00,2025-03-17 05:00:01.372374+00:00,2025-03-17 05:00:01.372374+00:00
179684,7,24,49,178482,389504.61,2025-03-17 10:30:02.049959+00:00,2025-03-17 10:30:02.049959+00:00,2025-03-17 10:30:02.049959+00:00
179750,5,29,42,178548,308229.65,2025-03-17 16:00:01.312546+00:00,2025-03-17 16:00:01.312546+00:00,2025-03-17 16:00:01.312546+00:00
179816,5,3,32,178614,308496.4,2025-03-17 21:30:01.541712+00:00,2025-03-17 21:30:01.541712+00:00,2025-03-17 21:30:01.541712+00:00
179882,7,7,47,178680,389425.85,2025-03-18 03:00:01.700348+00:00,2025-03-18 03:00:01.700348+00:00,2025-03-18 03:00:01.700348+00:00
179948,8,13,12,178746,296204.58,2025-03-18 08:30:01.172512+00:00,2025-03-18 08:30:01.172512+00:00,2025-03-18 08:30:01.172512+00:00
180014,1,13,13,178812,238883.23,2025-03-18 14:00:01.396906+00:00,2025-03-18 14:00:01.396906+00:00,2025-03-18 14:00:01.396906+00:00
180080,2,5,20,178878,338516.9,2025-03-18 19:30:01.564797+00:00,2025-03-18 19:30:01.564797+00:00,2025-03-18 19:30:01.564797+00:00
180146,7,24,49,178944,381737.13,2025-03-19 01:00:01.566541+00:00,2025-03-19 01:00:01.566541+00:00,2025-03-19 01:00:01.566541+00:00
180212,2,25,4,179010,343633.58,2025-03-19 06:30:01.666105+00:00,2025-03-19 06:30:01.666105+00:00,2025-03-19 06:30:01.666105+00:00
180278,4,15,38,179076,271440.11,2025-03-19 12:00:01.982028+00:00,2025-03-19 12:00:01.982028+00:00,2025-03-19 12:00:01.982028+00:00
180344,1,6,29,179142,244230.19,2025-03-19 17:30:01.421548+00:00,2025-03-19 17:30:01.421548+00:00,2025-03-19 17:30:01.421548+00:00
180410,5,16,22,179208,312920.95,2025-03-19 23:00:02.642149+00:00,2025-03-19 23:00:02.642149+00:00,2025-03-19 23:00:02.642149+00:00
180476,5,3,32,179274,307088.36,2025-03-20 04:30:01.369382+00:00,2025-03-20 04:30:01.369382+00:00,2025-03-20 04:30:01.369382+00:00
180542,7,22,35,179340,382526.29,2025-03-20 10:00:01.680373+00:00,2025-03-20 10:00:01.680373+00:00,2025-03-20 10:00:01.680373+00:00
180608,4,18,51,179406,277166.92,2025-03-20 15:30:02.093123+00:00,2025-03-20 15:30:02.093123+00:00,2025-03-20 15:30:02.093123+00:00
180674,3,25,4,179472,484763.54,2025-03-20 21:00:02.024299+00:00,2025-03-20 21:00:02.024299+00:00,2025-03-20 21:00:02.024299+00:00
180740,1,20,50,179538,240246.92,2025-03-21 02:30:01.239647+00:00,2025-03-21 02:30:01.239647+00:00,2025-03-21 02:30:01.239647+00:00
180806,4,11,36,179604,271941.41,2025-03-21 08:00:02.152479+00:00,2025-03-21 08:00:02.152479+00:00,2025-03-21 08:00:02.152479+00:00
180872,4,28,6,179670,271611.22,2025-03-21 13:30:01.269176+00:00,2025-03-21 13:30:01.269176+00:00,2025-03-21 13:30:01.269176+00:00
180938,3,3,32,179736,493061.79,2025-03-21 19:00:02.259645+00:00,2025-03-21 19:00:02.259645+00:00,2025-03-21 19:00:02.259645+00:00
181004,8,16,23,179802,292356.04,2025-03-22 00:30:01.577393+00:00,2025-03-22 00:30:01.577393+00:00,2025-03-22 00:30:01.577393+00:00
181070,1,28,6,179868,237572.34,2025-03-22 06:00:01.289680+00:00,2025-03-22 06:00:01.289680+00:00,2025-03-22 06:00:01.289680+00:00
181136,3,8,53,179934,484322.69,2025-03-22 11:30:02.035138+00:00,2025-03-22 11:30:02.035138+00:00,2025-03-22 11:30:02.035138+00:00
181202,5,13,12,180000,308733.13,2025-03-22 17:00:01.562398+00:00,2025-03-22 17:00:01.562398+00:00,2025-03-22 17:00:01.562398+00:00
181268,7,17,25,180066,389837.86,2025-03-22 22:30:01.732441+00:00,2025-03-22 22:30:01.732441+00:00,2025-03-22 22:30:01.732441+00:00
181334,6,8,53,180132,761452.74,2025-03-23 04:00:01.686059+00:00,2025-03-23 04:00:01.686059+00:00,2025-03-23 04:00:01.686059+00:00
181400,3,2,46,180198,485974.24,2025-03-23 09:30:01.257833+00:00,2025-03-23 09:30:01.257833+00:00,2025-03-23 09:30:01.257833+00:00
181436,2,10,44,180234,345329.17,2025-03-23 12:40:01.570959+00:00,2025-03-23 12:40:01.570959+00:00,2025-03-23 12:40:01.570959+00:00
181502,5,1,33,180300,307172.41,2025-03-23 18:10:01.846233+00:00,2025-03-23 18:10:01.846233+00:00,2025-03-23 18:10:01.846233+00:00
181568,4,12,48,180366,269389.25,2025-03-23 23:40:01.590390+00:00,2025-03-23 23:40:01.590390+00:00,2025-03-23 23:40:01.590390+00:00
181634,2,21,41,180432,343213.89,2025-03-24 05:10:01.171395+00:00,2025-03-24 05:10:01.171395+00:00,2025-03-24 05:10:01.171395+00:00
181700,4,3,32,180498,276007.64,2025-03-24 10:40:01.648097+00:00,2025-03-24 10:40:01.648097+00:00,2025-03-24 10:40:01.648097+00:00
181766,4,20,50,180564,269597.95,2025-03-24 16:10:01.520120+00:00,2025-03-24 16:10:01.520120+00:00,2025-03-24 16:10:01.520120+00:00
181832,6,29,42,180630,764080.35,2025-03-24 21:40:01.269913+00:00,2025-03-24 21:40:01.269913+00:00,2025-03-24 21:40:01.269913+00:00
181895,1,25,1,180693,240409.99,2025-03-25 02:55:01.985458+00:00,2025-03-25 02:55:01.985458+00:00,2025-03-25 02:55:01.985458+00:00
181949,1,20,50,180747,239843.6,2025-03-25 07:25:02.066793+00:00,2025-03-25 07:25:02.066793+00:00,2025-03-25 07:25:02.066793+00:00
